word,unigramProb,dummy
game,0.000377472,0
insisted,4.48E-06,0
not,0.004376542,0
paid,0.000100204,0
rules,0.000162306,0
toll,4.79E-05,0
wasn't,3.58E-08,0
driver,8.05E-05,0
game,0.000377472,0
insisted,4.48E-06,0
not,0.004376542,0
paid,0.000100204,0
rules,0.000162306,0
toll,4.79E-05,0
wasn't,3.58E-08,0
bruised,1.09E-06,0
foot,6.71E-05,0
injured,1.40E-05,0
just,0.000769231,0
takes,9.60E-05,0
time,0.001510206,0
walking,4.15E-05,0
wounds,5.38E-06,0
bruised,1.09E-06,0
foot,6.71E-05,0
injured,1.40E-05,0
just,0.000769231,0
takes,9.60E-05,0
time,0.001510206,0
walking,4.15E-05,0
wounds,5.38E-06,0
back,0.000811072,0
church,0.000140529,0
john,0.000331802,0
like,0.000865191,0
likes,1.62E-05,0
perform,5.05E-05,0
priest,1.23E-05,0
sang,6.10E-06,0
sarah,3.55E-05,0
song,0.000109423,0
wrote,9.38E-05,0
back,0.000811072,0
church,0.000140529,0
john,0.000331802,0
like,0.000865191,0
likes,1.62E-05,0
perform,5.05E-05,0
priest,1.23E-05,0
sang,6.10E-06,0
sarah,3.55E-05,0
song,0.000109423,0
wrote,9.38E-05,0
almost,0.000110346,0
answered,2.07E-05,0
best,0.000618014,0
dictionary,6.79E-05,0
mother,9.55E-05,0
string,8.76E-05,0
word,0.00016399,0
almost,0.000110346,0
answered,2.07E-05,0
best,0.000618014,0
dictionary,6.79E-05,0
mother,9.55E-05,0
string,8.76E-05,0
word,0.00016399,0
close,0.000179249,0
come,0.000256504,0
door,9.41E-05,0
hotel,0.000495207,0
made,0.000477562,0
room,0.000293011,0
sleep,4.90E-05,0
stayed,1.71E-05,0
sure,0.000183704,0
close,0.000179249,0
come,0.000256504,0
door,9.41E-05,0
hotel,0.000495207,0
made,0.000477562,0
room,0.000293011,0
sleep,4.90E-05,0
stayed,1.71E-05,0
sure,0.000183704,0
celebrity,3.91E-05,0
doing,0.000134322,0
famous,4.87E-05,0
just,0.000769231,0
looking,0.000250308,0
movie,0.000263294,0
realized,1.86E-05,0
sitting,3.08E-05,0
spent,4.94E-05,0
star,0.0002036,0
time,0.001510206,0
want,0.00042994,0
celebrity,3.91E-05,0
doing,0.000134322,0
famous,4.87E-05,0
just,0.000769231,0
looking,0.000250308,0
movie,0.000263294,0
realized,1.86E-05,0
sitting,3.08E-05,0
spent,4.94E-05,0
star,0.0002036,0
time,0.001510206,0
want,0.00042994,0
cake,2.75E-05,0
clean,7.54E-05,0
hired,1.08E-05,0
up,0.001379306,0
want,0.00042994,0
cake,2.75E-05,0
clean,7.54E-05,0
hired,1.08E-05,0
up,0.001379306,0
want,0.00042994,0
cared,3.88E-06,0
church,0.000140529,0
kind,0.000117037,0
made,0.000477562,0
new,0.00257802,0
opened,3.84E-05,0
pious,1.19E-06,0
sense,8.75E-05,0
very,0.000556631,0
cared,3.88E-06,0
church,0.000140529,0
kind,0.000117037,0
made,0.000477562,0
new,0.00257802,0
opened,3.84E-05,0
pious,1.19E-06,0
sense,8.75E-05,0
very,0.000556631,0
cried,7.23E-06,0
died,5.95E-05,0
loved,3.28E-05,0
shining,5.97E-06,0
sun,0.000201461,0
up,0.001379306,0
woke,4.37E-06,0
cried,7.23E-06,0
died,5.95E-05,0
loved,3.28E-05,0
shining,5.97E-06,0
sun,0.000201461,0
up,0.001379306,0
woke,4.37E-06,0
able,0.000181792,0
butcher,3.75E-06,0
finally,8.14E-05,0
glad,2.42E-05,0
like,0.000865191,0
pals,4.65E-06,0
pen,2.72E-05,0
vegetarians,1.07E-06,0
very,0.000556631,0
able,0.000181792,0
butcher,3.75E-06,0
finally,8.14E-05,0
glad,2.42E-05,0
like,0.000865191,0
pals,4.65E-06,0
pen,2.72E-05,0
vegetarians,1.07E-06,0
very,0.000556631,0
believe,0.000126176,0
caught,2.95E-05,0
counterfeit,1.78E-06,0
diamond,6.58E-05,0
fish,8.77E-05,0
fisherman,4.10E-06,0
good,0.000607952,0
just,0.000769231,0
need,0.000530788,0
not,0.004376542,0
think,0.000362094,0
very,0.000556631,0
believe,0.000126176,0
caught,2.95E-05,0
counterfeit,1.78E-06,0
diamond,6.58E-05,0
fish,8.77E-05,0
fisherman,4.10E-06,0
good,0.000607952,0
just,0.000769231,0
need,0.000530788,0
not,0.004376542,0
think,0.000362094,0
very,0.000556631,0
apples,6.70E-06,0
ate,9.87E-06,0
brave,8.68E-06,0
enough,0.000138926,0
farmer,1.78E-05,0
fruit,3.78E-05,0
grow,4.44E-05,0
matching,5.78E-05,0
socks,1.43E-05,0
apples,6.70E-06,0
ate,9.87E-06,0
brave,8.68E-06,0
enough,0.000138926,0
farmer,1.78E-05,0
fruit,3.78E-05,0
grow,4.44E-05,0
matching,5.78E-05,0
socks,1.43E-05,0
bed,0.000106805,0
birds,3.27E-05,0
christians,1.49E-05,0
customary,3.16E-06,0
eagle's,1.96E-09,0
easily,6.97E-05,0
mouse,5.60E-05,0
parish,1.80E-05,0
bed,0.000106805,0
birds,3.27E-05,0
christians,1.49E-05,0
customary,3.16E-06,0
eagle's,1.96E-09,0
easily,6.97E-05,0
mouse,5.60E-05,0
parish,1.80E-05,0
better,0.000261061,0
different,0.000298802,0
farm,7.97E-05,0
faster,5.24E-05,0
home,0.002122006,0
make,0.000673225,0
take,0.000439344,0
tree,9.91E-05,0
tree's,1.66E-12,0
tripped,7.71E-07,0
want,0.00042994,0
way,0.00050775,0
better,0.000261061,0
different,0.000298802,0
farm,7.97E-05,0
faster,5.24E-05,0
home,0.002122006,0
make,0.000673225,0
take,0.000439344,0
tree,9.91E-05,0
tree's,1.66E-12,0
tripped,7.71E-07,0
want,0.00042994,0
way,0.00050775,0
prophet,8.86E-06,0
pi,2.04E-05,0
knead,3.97E-07,0
oar,1.51E-06,0
tiers,1.48E-06,0
poll,3.91E-05,0
bored,8.51E-06,0
greece,3.54E-05,0
sine,2.41E-06,0
principal,4.65E-05,0
cd,0.000317184,0
hare,3.29E-06,0
knotty,3.37E-07,0
taut,6.10E-07,0
marx,5.13E-06,0
hi,0.000112287,0
daze,1.21E-06,0
prose,5.14E-06,0
plane,2.96E-05,0
dam,1.53E-05,0
hertz,2.91E-06,0
role,0.000122463,0
collar,1.25E-05,0
steal,1.04E-05,0
dye,7.59E-06,0
waist,8.33E-06,0
feet,9.50E-05,0
aloud,6.22E-06,0
pail,9.02E-07,0
manor,1.18E-05,0
cache,2.14E-05,0
reign,5.83E-06,0
thyme,1.67E-06,0
pore,2.14E-06,0
gilt,1.92E-06,0
heir,2.24E-06,0
son,9.66E-05,0
c's,3.23E-05,0
watt,1.34E-05,0
razor,5.76E-06,0
knot,4.95E-06,0
wood,8.50E-05,0
grader,1.51E-06,0
eye,8.76E-05,0
cell,0.000187912,0
scent,5.45E-06,0
course,0.00029578,0
deer,1.66E-05,0
bee,1.44E-05,0
brake,1.55E-05,0
flour,2.47E-07,0
fare,9.89E-06,0
heel,9.09E-06,0
hymn,2.80E-06,0
no's,7.30E-06,0
inn,0.000109712,0
idol,9.25E-06,0
maid,7.06E-06,0
nun,2.58E-06,0
mourning,2.79E-06,0
meat,2.93E-05,0
reel,1.11E-05,0
pear,7.19E-06,0
pray,1.42E-05,0
root,6.95E-05,0
profit,5.78E-05,0
pie,1.61E-05,0
need,0.000530788,0
or,0.004305488,0
tears,1.54E-05,0
pole,1.56E-05,0
board,0.000352928,0
grease,5.21E-06,0
sign,0.000402674,0
principle,2.76E-05,0
seedy,4.79E-07,0
hair,9.98E-05,0
naughty,1.14E-05,0
taught,2.67E-05,0
marks,3.28E-05,0
high,0.000574063,0
days,0.000507135,0
pros,1.39E-05,0
plain,3.95E-05,0
damn,1.83E-05,0
hurts,4.91E-06,0
roll,5.08E-05,0
caller,8.01E-06,0
steel,8.22E-05,0
die,7.77E-05,0
waste,6.83E-05,0
feat,8.92E-06,0
allowed,7.40E-05,0
pale,9.34E-06,0
manner,4.70E-05,0
cash,5.62E-07,0
rain,4.39E-05,0
time,0.001510206,0
poor,7.99E-05,0
guilt,6.02E-06,0
err,6.89E-06,0
sun,0.000201461,0
seas,8.74E-06,0
what,0.001350155,0
raiser,1.43E-06,0
not,0.004376542,0
would,0.000951675,0
grater,3.57E-07,0
i,0.005128923,0
sell,0.000228838,0
cent,5.12E-05,0
coarse,4.60E-06,0
dear,3.43E-05,0
be,0.003986382,0
break,8.52E-05,0
flower,9.70E-05,0
fair,8.23E-05,0
heal,6.27E-06,0
him,0.000364825,0
knows,4.10E-05,0
in,0.014075099,0
idle,9.84E-06,0
made,0.000477562,0
none,0.000142145,0
morning,8.88E-05,0
meet,0.000155019,0
real,0.000494745,0
pair,4.33E-05,0
prey,5.71E-06,0
route,5.23E-05,0
profit,5.78E-05,0
pie,1.61E-05,0
need,0.000530788,0
or,0.004305488,0
tears,1.54E-05,0
pole,1.56E-05,0
board,0.000352928,0
grease,5.21E-06,0
sign,0.000402674,0
principle,2.76E-05,0
seedy,4.79E-07,0
hair,9.98E-05,0
naughty,1.14E-05,0
taught,2.67E-05,0
marks,3.28E-05,0
high,0.000574063,0
days,0.000507135,0
pros,1.39E-05,0
plain,3.95E-05,0
damn,1.83E-05,0
hurts,4.91E-06,0
roll,5.08E-05,0
caller,8.01E-06,0
steel,8.22E-05,0
die,7.77E-05,0
waste,6.83E-05,0
feat,8.92E-06,0
allowed,7.40E-05,0
pale,9.34E-06,0
manner,4.70E-05,0
cash,5.62E-07,0
rain,4.39E-05,0
time,0.001510206,0
poor,7.99E-05,0
guilt,6.02E-06,0
err,6.89E-06,0
sun,0.000201461,0
seas,8.74E-06,0
what,0.001350155,0
raiser,1.43E-06,0
not,0.004376542,0
would,0.000951675,0
grater,3.57E-07,0
i,0.005128923,0
sell,0.000228838,0
cent,5.12E-05,0
coarse,4.60E-06,0
dear,3.43E-05,0
be,0.003986382,0
break,8.52E-05,0
flower,9.70E-05,0
fair,8.23E-05,0
heal,6.27E-06,0
him,0.000364825,0
knows,4.10E-05,0
in,0.014075099,0
idle,9.84E-06,0
made,0.000477562,0
none,0.000142145,0
morning,8.88E-05,0
meet,0.000155019,0
real,0.000494745,0
pair,4.33E-05,0
prey,5.71E-06,0
route,5.23E-05,0
prophet,8.86E-06,0
pi,2.04E-05,0
knead,3.97E-07,0
oar,1.51E-06,0
tiers,1.48E-06,0
poll,3.91E-05,0
bored,8.51E-06,0
greece,3.54E-05,0
sine,2.41E-06,0
principal,4.65E-05,0
cd,0.000317184,0
hare,3.29E-06,0
knotty,3.37E-07,0
taut,6.10E-07,0
marx,5.13E-06,0
hi,0.000112287,0
daze,1.21E-06,0
prose,5.14E-06,0
plane,2.96E-05,0
dam,1.53E-05,0
hertz,2.91E-06,0
role,0.000122463,0
collar,1.25E-05,0
steal,1.04E-05,0
dye,7.59E-06,0
waist,8.33E-06,0
feet,9.50E-05,0
aloud,6.22E-06,0
pail,9.02E-07,0
manor,1.18E-05,0
cache,2.14E-05,0
reign,5.83E-06,0
thyme,1.67E-06,0
pore,2.14E-06,0
gilt,1.92E-06,0
heir,2.24E-06,0
son,9.66E-05,0
c's,2.61E-09,0
watt,1.34E-05,0
razor,5.76E-06,0
knot,4.95E-06,0
wood,8.50E-05,0
grader,1.51E-06,0
eye,8.76E-05,0
cell,0.000187912,0
scent,5.45E-06,0
course,0.00029578,0
deer,1.66E-05,0
bee,1.44E-05,0
brake,1.55E-05,0
flours,2.47E-07,0
fare,9.89E-06,0
heel,9.09E-06,0
hymn,2.80E-06,0
no's,1.66E-12,0
inn,0.000109712,0
idol,9.25E-06,0
maid,7.06E-06,0
nun,2.58E-06,0
mourning,2.79E-06,0
meat,2.93E-05,0
reel,1.11E-05,0
pear,7.19E-06,0
pray,1.42E-05,0
root,6.95E-05,0
