sentenceID,homophoneID,version,sentenceType,m1,word,m1_relatedness,m2_relatedness,unigram,m1_trigram,m2_trigram
43,43,a,pun,irrigation,constant,-0.510609373,0.187268811,4.08E-05,0.00241929,0.00241929
44,44,a,pun,auntie,auntie,0,0,5.16E-06,1.91E-07,3.26E-06
44,44,a,pun,auntie,uncles,1.798489909,-0.55978999,1.77E-06,0.0038744,0.0038744
44,44,a,pun,auntie,bet,-0.827928535,0.057568964,2.18E-05,4.82E-06,4.82E-06
44,44,a,pun,auntie,get,-1.015647941,-0.610300289,0.000769103,0.00442361,0.00442361
44,44,a,pun,auntie,married,-0.203961453,-1.055707502,7.88E-05,0.00434599,0.00434599
44,44,a,pun,auntie,upped,-0.802963762,1.005601192,4.88E-07,1.56E-07,1.56E-07
45,45,a,pun,fuchsia,fuchsia,0,0,4.06E-07,1.28E-07,0.0017513
45,45,a,pun,fuchsia,new,-0.870415876,0.425859064,0.000999228,2.44E-05,2.44E-05
45,45,a,pun,fuchsia,years,-0.950474383,0.794137854,0.000713492,0.000103574,0.000103574
45,45,a,pun,fuchsia,resolution,-0.686168064,0.401406128,2.91E-05,6.70E-06,6.70E-06
45,45,a,pun,fuchsia,bankrupt,-0.980582098,0.111994684,5.80E-06,3.52E-06,3.52E-06
45,45,a,pun,fuchsia,gardener,-0.025247262,-0.594976527,5.93E-06,2.70E-06,2.70E-06
45,45,a,pun,fuchsia,forget,-0.843243559,-0.184145143,4.75E-05,0.000360568,0.000360568
45,45,a,pun,fuchsia,past,-1.001058143,1.353347814,0.000204266,0.0118078,0.0118078
45,45,a,pun,fuchsia,rely,-0.768492084,-0.828824356,2.15E-05,1.73E-05,1.73E-05
46,46,a,pun,till,till,0,0,4.30E-05,1.36E-05,0.00121839
46,46,a,pun,till,organic,-0.061528485,-0.622130709,1.71E-05,1.77E-05,1.77E-05
46,46,a,pun,till,farms,1.384527455,-0.928333605,1.46E-05,0.00472282,0.00472282
46,46,a,pun,till,like,-0.785873486,-0.154158423,0.001186943,0.00150706,0.0526563
47,47,a,pun,house,house,0,0,0.000395396,2.06E-05,1.09E-05
47,47,a,pun,house,real,-0.688196007,-0.617130283,0.000182773,0.000104851,0.000104851
47,47,a,pun,house,estate,1.351042085,-1.028844296,4.21E-05,0.00329224,0.00329224
47,47,a,pun,house,agent,-0.031082829,-0.768492084,3.43E-05,0.0285993,0.0285993
47,47,a,pun,house,said,-0.757080802,-0.888097097,0.001573933,0.00739838,0.00739838
47,47,a,pun,house,going,-0.330278008,0.279061587,0.000507731,0.000228197,0.401898
48,48,a,pun,eire,eire,0,0,1.29E-06,0.00255539,0.000250077
48,48,a,pun,eire,people,-0.552208408,-0.080619354,0.000974418,4.75E-05,4.75E-05
48,48,a,pun,eire,happy,-0.676615169,-0.337994211,9.14E-05,0.00147488,0.00147488
48,48,a,pun,eire,time,-0.736867675,-0.512384139,0.001239318,0.0247114,0.0247114
48,48,a,pun,eire,vacationing,-0.58497285,-0.773259387,4.06E-08,2.33E-08,2.33E-08
48,48,a,pun,eire,ireland,0.259286594,-0.805463266,7.70E-05,1.05E-08,1.05E-08
48,48,a,pun,eire,walking,-0.761443572,-0.564388988,5.10E-05,0.00020439,0.00020439
49,49,a,pun,alp,alp,0,0,1.09E-06,3.81E-09,0.00273021
49,49,a,pun,alp,people,-0.708886898,0.408733728,0.000974418,4.75E-05,4.75E-05
49,49,a,pun,alp,switzerland,1.454584429,-0.725940798,1.22E-05,0.00101516,0.00101516
49,49,a,pun,alp,learn,-0.89684315,0.503757112,6.55E-05,0.000706582,0.000706582
49,49,a,pun,alp,ski,1.272672278,-0.475677545,7.08E-06,0.00342662,0.00342662
49,49,a,pun,alp,lot,-0.581380651,-0.472152614,0.000223117,0.00675467,0.00675467
50,50,a,pun,garden,garden,0,0,8.72E-05,1.11E-05,1.49E-06
50,50,a,pun,garden,scarecrows,1.197760582,0.752424307,1.14E-07,2.14E-08,2.14E-08
50,50,a,pun,garden,patch,1.110548584,-0.566140103,1.32E-05,0.000109671,9.12E-05
51,51,a,pun,bean,bean,0,0,4.21E-06,3.32E-06,0.14607
51,51,a,pun,bean,selling,-0.652661735,0.582549294,4.40E-05,4.09E-06,4.09E-06
51,51,a,pun,bean,coffee,1.660317803,-0.584549235,5.04E-05,0.000413523,0.000413523
51,51,a,pun,bean,perks,-0.508400531,-0.723754513,2.15E-06,3.73E-06,3.73E-06
51,51,a,pun,bean,those,-0.889691066,-0.506007447,0.00069799,0.00407938,0.00407938
51,51,a,pun,bean,lucky,-0.629772767,-0.132889355,3.18E-05,0.000518295,0.00805267
52,52,a,pun,odor,odor,0,0,8.13E-09,2.16E-06,0.00389359
52,52,a,pun,odor,sign,-0.476426771,0.453981087,6.51E-05,3.82E-06,3.82E-06
52,52,a,pun,odor,broken,-0.64930939,-0.365706615,5.55E-05,0.000265132,0.000265132
52,52,a,pun,odor,perfume,1.349460204,-0.468285923,4.24E-06,1.92E-06,1.92E-06
52,52,a,pun,odor,bottle,-0.175423027,-0.531042077,3.18E-05,0.00403508,0.00403508
52,52,a,pun,odor,out,-0.541483176,-0.051627798,0.001586582,0.000285262,0.000285262
53,53,a,pun,watt,watt,0,0,5.20E-06,1.42E-07,0.930144
53,53,a,pun,watt,sign,-0.505795287,-0.116709271,6.51E-05,3.82E-06,3.82E-06
53,53,a,pun,watt,please,-0.967609746,-0.889900822,0.000111563,9.83E-05,9.83E-05
53,53,a,pun,watt,turn,-0.843243559,-0.19418994,0.000163905,0.00153109,0.00153109
53,53,a,pun,watt,out,-0.658818661,-0.472757556,0.001586582,0.0189194,0.0189194
53,53,a,pun,watt,lights,1.688947785,-0.509280299,3.53E-05,0.00210965,0.00210965
53,53,a,pun,watt,thanks,-1.005784866,0.665598477,5.18E-05,1.01E-08,1.01E-08
54,54,a,pun,pest,pest,0,0,3.91E-06,1.23E-06,0.00274276
54,54,a,pun,pest,children,0.019929402,-0.453331164,0.000367204,0.000706022,0.000706022
54,54,a,pun,pest,behavior,-0.451721813,0.748248245,6.34E-07,5.96E-05,0.0137098
55,55,a,pun,crank,crank,0,0,7.72E-07,1.14E-06,0.000239345
55,55,a,pun,crank,people,-0.275070284,-0.661190249,0.000974418,0.0458858,0.0458858
55,55,a,pun,crank,get,-0.945886353,-0.734582003,0.000769103,0.0219218,0.0219218
55,55,a,pun,crank,up,-0.027226409,-0.313578599,0.001669327,0.0191973,0.0191973
55,55,a,pun,crank,work,0.065639743,-0.362394119,0.000718337,0.00880903,0.00880903
55,55,a,pun,crank,dawn,-0.920411633,0.572512878,1.90E-05,3.82E-05,0.245687
56,56,a,pun,leg,leg,0,0,4.09E-05,1.55E-05,0.024239
56,56,a,pun,leg,planes,-0.935994935,0.158193106,8.42E-06,6.83E-06,6.83E-06
56,56,a,pun,leg,cramped,0.978330987,-0.466712467,3.41E-06,4.40E-05,4.40E-05
56,56,a,pun,leg,passengers,-0.387229821,-0.1539718,2.03E-05,4.48E-05,4.48E-05
56,56,a,pun,leg,suffer,-0.641826049,0.083408856,2.74E-05,7.36E-06,7.36E-06
56,56,a,pun,leg,jet,-0.888097097,1.718372676,1.08E-05,8.25E-06,8.25E-06
57,57,a,pun,decade,decade,0,0,2.98E-05,5.33E-06,0.0289135
57,57,a,pun,decade,ten,1.564333095,-0.838154715,0.000157288,2.16E-05,2.16E-05
57,57,a,pun,decade,years,1.547106667,0.713324245,0.000713492,0.0653531,0.0653531
57,57,a,pun,decade,brushing,0.002236756,0.685656189,4.06E-06,6.88E-06,6.88E-06
57,57,a,pun,decade,causes,-0.866769811,-0.106843409,3.67E-05,2.55E-05,2.55E-05
57,57,a,pun,decade,horrible,-0.600309607,0.311556838,1.29E-05,4.90E-06,4.90E-06
57,57,a,pun,decade,tooth,-0.472012752,1.114234322,5.14E-06,5.91E-06,5.91E-06
58,58,a,pun,dramatic,dramatic,0,0,3.08E-05,9.06E-06,0.00164569
58,58,a,pun,dramatic,actor,1.169871747,-0.475196786,1.61E-05,3.66E-05,3.66E-05
58,58,a,pun,dramatic,quite,-0.13541323,-0.294495253,0.000318706,0.0161509,0.0161509
58,58,a,pun,dramatic,right,-0.560396783,1.042524858,0.000724954,0.00228158,0.00228158
58,58,a,pun,dramatic,retired,-0.868380626,-0.502520343,2.30E-05,0.00333981,0.00333981
58,58,a,pun,dramatic,post,-0.235556432,0.434364099,7.45E-05,8.21E-07,8.21E-07
58,58,a,pun,dramatic,stress,0.265772995,1.030537233,3.89E-05,2.72E-05,0.667041
58,58,a,pun,dramatic,disorder,0.02321138,0.826936307,1.30E-05,0.000400378,0.332441
59,59,a,pun,grammatic,grammatic,0,0,4.06E-08,6.96E-08,0.00164569
59,59,a,pun,grammatic,english,1.488062983,-0.909985073,0.000183838,1.67E-06,1.67E-06
59,59,a,pun,grammatic,teacher,1.192226318,-0.791296213,6.94E-05,3.34E-05,3.34E-05
59,59,a,pun,grammatic,felt,-0.921998765,0.260183849,0.000210802,0.00170659,0.00170659
59,59,a,pun,grammatic,odd,-0.638117648,-0.343554782,3.46E-05,0.000192326,0.000192326
59,59,a,pun,grammatic,being,-0.376811204,-0.454650381,0.000703721,0.0166328,0.0166328
59,59,a,pun,grammatic,fired,-0.998823601,0.747917522,1.58E-05,0.000214276,0.000214276
59,59,a,pun,grammatic,post,-0.075704436,0.252779589,7.45E-05,8.07E-07,8.07E-07
59,59,a,pun,grammatic,stress,-0.708221773,0.816966059,3.89E-05,4.62E-05,0.667041
59,59,a,pun,grammatic,disorder,-0.789315839,0.901872606,1.30E-05,0.000400378,0.332441
60,60,a,pun,hosta,hosta,0,0,1.63E-07,1.02E-08,0.000346739
60,60,a,pun,hosta,garden,0.719701453,-0.684136703,8.72E-05,0.000296225,0.000296225
60,60,a,pun,hosta,club,-0.318740743,-0.319810105,0.000131804,7.52E-05,7.52E-05
60,60,a,pun,hosta,visited,-0.606117901,-0.802854167,3.39E-05,1.42E-05,1.42E-05
60,60,a,pun,hosta,nursery,0.141802844,-1.073214091,1.41E-05,3.75E-05,3.75E-05
60,60,a,pun,hosta,found,-0.526758118,-0.499352325,0.000380934,0.000716748,0.000716748
60,60,a,pun,hosta,environment,-0.603326871,0.365676139,0.000103482,6.70E-05,0.0781967
61,61,a,pun,dublin,dublin,0,0,1.86E-05,2.07E-09,9.25E-07
61,61,a,pun,dublin,irish,1.581972636,-0.55077486,4.71E-05,1.01E-07,1.01E-07
61,61,a,pun,dublin,rich,0.750602733,-0.428540969,5.40E-05,0.000126182,0.000126182
61,61,a,pun,dublin,capital,0.858460003,0.240717333,0.000108335,0.000421982,0.000421982
62,62,a,pun,prism,prism,0,0,6.18E-07,6.15E-08,2.74E-05
62,62,a,pun,prism,optical,0.862760376,-0.785873486,7.45E-06,1.53E-05,1.53E-05
62,62,a,pun,prism,scientist,0.296114396,-0.513467826,1.62E-05,5.17E-06,5.17E-06
62,62,a,pun,prism,stole,-0.79161182,0.808077941,7.29E-06,0.000424978,0.000424978
62,62,a,pun,prism,colleague's,-0.768492084,-0.766698457,1.63E-08,5.00E-05,5.00E-05
62,62,a,pun,prism,bifocals,0.156082969,-0.073276141,7.32E-08,3.16E-07,3.16E-07
62,62,a,pun,prism,sentenced,-1.030829313,1.168777351,9.80E-06,0.000385112,0.000385112
62,62,a,pun,prism,three,-0.24627984,-0.901873649,0.000627195,0.0466413,0.0466413
62,62,a,pun,prism,years,-0.203757048,1.082541942,0.000713492,0.132716,0.132716
62,62,a,pun,prism,state,-0.743323488,0.585852523,0.000307196,0.00678829,0.00678829
63,63,a,pun,fridge,fridge,0,0,7.28E-06,1.55E-05,0.00351763
63,63,a,pun,fridge,plumber,-0.091764356,-0.768492084,1.70E-06,7.88E-06,7.88E-06
63,63,a,pun,fridge,explained,-0.735554156,-0.624420972,5.47E-05,3.57E-05,3.57E-05
63,63,a,pun,fridge,problem,-0.642296772,-0.095965802,0.000230092,0.00217942,0.00217942
63,63,a,pun,fridge,kitchen,1.480104337,-0.604859562,6.17E-05,0.0014998,0.0014998
63,63,a,pun,fridge,just,-0.808410373,-0.58529731,0.00101403,0.00205392,0.00205392
63,63,a,pun,fridge,water,0.434760611,1.20972442,0.000276688,5.01E-05,5.01E-05
63,63,a,pun,fridge,under,-0.524355,0.461293395,0.000485685,0.00155868,0.00155868
64,64,a,pun,thief,thief,0,0,5.80E-06,4.38E-07,0.162292
64,64,a,pun,thief,robber,1.490306763,-0.232999264,1.52E-06,9.87E-06,9.87E-06
64,64,a,pun,thief,baron,-0.162000844,0.33945814,6.27E-06,0.0047609,0.0047609
64,64,a,pun,thief,commander,-0.436090311,1.282435225,1.53E-05,7.86E-05,7.86E-05
65,65,a,pun,revolution,revolution,0,0,3.69E-05,1.36E-05,0.0387254
65,65,a,pun,revolution,satellite,-0.589581762,-0.169813127,1.32E-05,2.19E-05,2.19E-05
65,65,a,pun,revolution,went,-0.718832382,-0.556542663,0.00036822,0.000118547,0.000118547
65,65,a,pun,revolution,orbit,0.587169324,-0.674633301,5.71E-06,0.000820135,0.000820135
65,65,a,pun,revolution,january,-0.629788658,0.391177113,8.14E-05,8.50E-08,8.50E-08
65,65,a,pun,revolution,1st,-0.014723459,0.162847061,1.02E-05,1.12E-05,1.12E-05
65,65,a,pun,revolution,causing,0.312314307,-0.005369105,2.59E-05,1.66E-05,1.66E-05
65,65,a,pun,revolution,new,0.901104107,-0.07632358,0.000999228,0.0023203,0.0023203
65,65,a,pun,revolution,year's,0.90086442,0.890641509,7.32E-08,6.61E-05,6.61E-05
66,66,a,pun,plants,plants,0,0,5.80E-05,1.66E-05,1.76E-06
66,66,a,pun,plants,twin,-0.38589311,-0.678366917,1.48E-05,4.52E-05,4.52E-05
66,66,a,pun,plants,girls,-0.694945616,-0.292359923,7.31E-05,0.00397797,0.00397797
66,66,a,pun,plants,rented,-0.735411976,-0.776725227,6.63E-06,2.58E-06,2.58E-06
66,66,a,pun,plants,flora,1.641977958,-0.574013214,7.73E-06,3.37E-06,3.37E-06
66,66,a,pun,plants,offices,0.339348001,-0.400514965,3.45E-05,2.86E-05,2.86E-05
66,66,a,pun,plants,called,-0.853982066,-0.917305489,0.00026112,0.0018815,0.0018815
66,66,a,pun,plants,business,-0.339603311,0.014473553,0.000280744,0.00102969,0.00102969
66,66,a,pun,plants,sisterhood,-0.773159051,0.092858957,2.93E-07,6.56E-08,6.56E-08
66,66,a,pun,plants,traveling,-1.035775607,0.251272811,9.75E-08,3.47E-05,3.47E-05
67,67,a,pun,incisor,incisor,0,0,4.23E-07,2.53E-06,0.00136886
67,67,a,pun,incisor,dentist,1.408438937,-0.769278744,4.45E-06,5.00E-05,5.00E-05
67,67,a,pun,incisor,convicted,-0.777888144,1.153653783,1.19E-05,0.00190589,0.00190589
67,67,a,pun,incisor,trading,-0.908562066,0.635210148,4.04E-05,2.45E-05,0.164959
68,68,a,pun,mimes,mimes,0,0,1.95E-07,3.44E-07,0.000148943
68,68,a,pun,mimes,quietest,1.238651008,-0.398265241,4.80E-07,5.09E-06,5.09E-06
68,68,a,pun,mimes,burglars,-0.860241149,-0.164260357,2.45E-06,3.37E-06,3.37E-06
68,68,a,pun,mimes,history,-0.77714194,-0.090787765,0.00015298,0.00152986,0.00152986
68,68,a,pun,mimes,new,-0.751096084,-0.773609685,0.000999228,0.000390851,0.000390851
68,68,a,pun,mimes,york,-0.556025932,-0.847554516,7.54E-05,2.27E-06,2.27E-06
68,68,a,pun,mimes,city,-0.55700229,-0.491339155,0.000182879,7.52E-05,7.52E-05
68,68,a,pun,mimes,newspapers,-0.902058306,-0.104841691,2.74E-05,7.74E-05,7.74E-05
68,68,a,pun,mimes,called,-0.316985196,-0.645971166,0.00026112,0.00377275,0.00377275
68,68,a,pun,mimes,criminal,-0.881673721,0.8967753,3.98E-05,2.54E-06,2.54E-06
69,69,a,pun,glittering,glittering,0,0,5.01E-06,1.04E-06,8.93E-07
69,69,a,pun,glittering,tinker,-0.189314298,-0.769278744,1.20E-06,2.30E-07,2.30E-07
69,69,a,pun,glittering,bell,-0.440564951,-0.687052082,2.62E-05,1.15E-05,1.15E-05
69,69,a,pun,glittering,arrested,-1.094565172,0.372458385,2.79E-05,0.000550856,0.000550856
69,69,a,pun,glittering,being,-0.737205823,-0.811913462,0.000703721,0.0171379,0.0171379
69,69,a,pun,glittering,suspiciously,-0.250587203,-0.614673537,2.87E-06,7.84E-07,7.84E-07
69,69,a,pun,glittering,high,-0.6379605,-0.686208141,0.000307407,0.004472,0.004472
69,69,a,pun,glittering,end,-0.708886898,-0.76231163,0.000389673,0.00441544,0.00441544
69,69,a,pun,glittering,only,-0.682024193,-0.791296213,0.001198137,0.00616306,0.00616306
69,69,a,pun,glittering,fined,-0.932223603,0.78383159,8.53E-06,7.67E-06,7.67E-06
70,70,a,pun,altitude,altitude,0,0,3.98E-06,4.80E-07,9.25E-05
70,70,a,pun,altitude,become,-0.929679135,-0.442911135,0.000239814,0.0013499,0.0013499
70,70,a,pun,altitude,pilot,1.791182413,-0.149998759,2.59E-05,0.000256775,0.000256775
70,70,a,pun,altitude,requires,-0.558837016,-0.386097938,4.23E-05,1.70E-05,1.70E-05
70,70,a,pun,altitude,good,-0.293776516,0.893129765,0.000653102,0.0112082,0.0112082
71,71,a,pun,presence,presence,0,0,6.32E-05,7.19E-05,1.71E-05
71,71,a,pun,presence,christmas,-0.049557714,1.637799199,6.94E-05,3.52E-07,3.52E-07
71,71,a,pun,presence,people's,-0.0751085,-0.346341863,1.54E-07,0.0909741,0.0909741
72,72,a,pun,necks,necks,0,0,3.32E-06,0.000156364,0.00246009
72,72,a,pun,necks,vampires,1.378436923,-1.00930888,4.39E-07,5.95E-08,5.95E-08
72,72,a,pun,necks,looking,-0.338658039,0.134282838,0.000204022,0.013436,0.013436
72,72,a,pun,necks,victim,-0.193476629,-0.127997301,3.06E-05,4.50E-06,0.000413612
73,73,a,pun,digestion,digestion,0,0,3.72E-06,1.34E-06,0.0806698
73,73,a,pun,digestion,villain,-0.855225043,0.988480057,2.45E-06,3.16E-05,3.16E-05
73,73,a,pun,digestion,call,0.093892454,-0.586608055,0.000150574,2.35E-05,2.35E-05
73,73,a,pun,digestion,silverware,0.138388152,-1.039672234,5.20E-07,2.90E-07,2.90E-07
73,73,a,pun,digestion,weapons,-0.932214604,1.774042894,3.16E-05,1.02E-06,1.02E-06
73,73,a,pun,digestion,mass,-0.578788033,0.766814076,5.72E-05,0.349239,0.349239
74,74,a,pun,ream,ream,0,0,8.94E-08,1.96E-07,8.84E-05
74,74,a,pun,ream,brand,-0.883793725,-0.345707956,1.65E-05,1.70E-05,1.70E-05
74,74,a,pun,ream,name,-1.040211454,-0.855225043,0.000204648,0.199439,0.199439
74,74,a,pun,ream,highest,-0.661081037,-0.504438568,3.87E-05,0.000635923,0.000635923
74,74,a,pun,ream,quality,-0.257446601,-0.12479741,0.000130381,0.032356,0.032356
74,74,a,pun,ream,copy,0.412031456,-0.902797355,4.66E-05,7.00E-05,7.00E-05
74,74,a,pun,ream,paper,0.479931977,-0.805463266,0.00013599,0.00233806,0.00233806
74,74,a,pun,ream,money,-0.403558994,-0.733643118,0.000292629,0.00317606,0.00317606
74,74,a,pun,ream,buy,-0.593921746,-0.540992522,9.88E-05,0.15388,0.15388
74,74,a,pun,ream,crop,-0.355341607,0.332406402,1.32E-05,7.23E-05,7.23E-05
75,75,a,pun,seize,seize,0,0,4.63E-06,8.01E-07,0.0124681
75,75,a,pun,seize,get,1.359117125,0.088392161,0.000769103,0.016255,0.016255
76,76,a,pun,author,author,0,0,3.47E-05,0.00199054,0.010205
76,76,a,pun,author,made,-0.044555276,0.330747771,0.00073501,0.00499731,0.00499731
76,76,a,pun,author,mario,-0.445062983,-0.58300583,4.19E-06,0.0017528,0.0017528
76,76,a,pun,author,puzo's,-0.286843603,-0.943495525,8.13E-09,0.0576145,0.0576145
76,76,a,pun,author,books,1.509589183,-0.209364427,0.000103734,0.000143557,0.000143557
76,76,a,pun,author,required,-0.66068669,-0.500990712,0.000130788,6.39E-05,6.39E-05
76,76,a,pun,author,reading,1.536248836,-0.409127505,8.60E-05,0.000814981,0.000814981
76,76,a,pun,author,class,-0.399710837,-0.296974995,0.000144006,0.000105792,0.000105792
76,76,a,pun,author,made,-0.35643224,-0.256753604,0.00073501,0.00541893,0.00541893
76,76,a,pun,author,refuse,-0.895111923,0.703035782,1.91E-05,0.00312708,0.00312708
77,77,a,pun,source,source,0,0,7.21E-05,3.44E-05,0.364048
77,77,a,pun,source,crop,0.560526118,-0.733116391,1.32E-05,0.00022366,0.00022366
77,77,a,pun,source,destroyed,-0.679780332,-0.589229771,2.49E-05,0.000442173,0.000442173
77,77,a,pun,source,cranberry,-0.886871738,1.288888135,6.34E-07,5.36E-08,5.36E-08
78,78,a,pun,paste,paste,0,0,3.65E-06,1.74E-06,0.000282635
78,78,a,pun,paste,use,-0.126965987,-0.227360321,0.000500366,0.00377208,0.00377208
78,78,a,pun,paste,glue,0.470554486,-0.362910996,5.59E-06,9.95E-07,9.95E-07
78,78,a,pun,paste,class,-0.227585055,-0.619277644,0.000144006,0.000285514,0.000285514
78,78,a,pun,paste,careful,-0.800039275,-0.370146896,4.07E-05,0.00196188,0.00196188
79,79,a,pun,espresso,espresso,0,0,2.03E-07,1.01E-08,0.00313465
79,79,a,pun,espresso,why,-0.756463027,-0.56068931,0.000391762,4.92E-05,4.92E-05
79,79,a,pun,espresso,italians,0.971203413,-0.560644721,5.13E-06,0.000856363,0.000856363
79,79,a,pun,espresso,good,0.360923675,-0.604759049,0.000653102,0.00182077,0.00182077
79,79,a,pun,espresso,making,-0.345588794,-0.291104455,0.000217029,0.0143694,0.0143694
79,79,a,pun,espresso,coffee,1.41195608,0.393883288,5.04E-05,0.000715229,0.000715229
79,79,a,pun,espresso,really,-0.650929998,-0.119510849,0.000371415,0.00116201,0.00116201
79,79,a,pun,espresso,know,-0.553771418,0.152758547,0.000945917,0.00942343,0.00942343
80,80,a,pun,scents,scents,0,0,1.62E-06,1.92E-06,0.117986
80,80,a,pun,scents,women,0.233857742,-0.057864985,0.000307196,1.05E-05,1.05E-05
80,80,a,pun,scents,wear,0.268609685,-0.705919562,4.04E-05,0.00110806,0.00110806
80,80,a,pun,scents,20000,-0.773975142,-0.438374708,8.13E-09,0.0121019,0.0121019
80,80,a,pun,scents,perfume,1.363457409,0.740798005,4.24E-06,1.53E-05,1.53E-05
80,80,a,pun,scents,obviously,-0.806755632,0.328876648,8.52E-05,2.61E-05,2.61E-05
80,80,a,pun,scents,known,-0.530077167,1.382406289,0.000202917,0.0023602,0.0023602
80,80,a,pun,scents,common,-0.46239573,0.94058882,0.000159581,0.00125101,0.00125101
161,1,a,nonpun,lion,lion,0,0,9.62E-06,2.68E-05,6.87E-06
161,1,a,nonpun,lion,owner,-0.571221341,0.590250272,3.97E-05,9.70E-05,9.70E-05
161,1,a,nonpun,lion,takes,-0.731474167,2.140015578,9.38E-05,9.49E-05,9.49E-05
161,1,a,nonpun,lion,share,-0.293792505,0.499132115,0.000106685,0.754538,8.01E-05
161,1,a,nonpun,lion,profits,-0.791296213,0.052052354,4.65E-05,0.00848582,0.00848582
161,1,a,nonpun,lion,company,-0.477835514,1.615834465,0.000316804,0.00131253,0.00131253
162,2,a,nonpun,tooth,tooth,0,0,5.14E-06,0.000140615,5.40E-05
162,2,a,nonpun,tooth,dentist,1.92939781,-0.115504444,4.45E-06,2.27E-05,2.27E-05
162,2,a,nonpun,tooth,examines,0.166825383,1.329249999,5.58E-06,4.04E-06,4.04E-06
162,2,a,nonpun,tooth,time,-0.827011327,-0.388304926,0.001239318,0.122765,0.122765
163,3,a,nonpun,cilia,cilia,0,0,2.93E-07,3.54E-08,1.54E-08
163,3,a,nonpun,cilia,hairlike,0.870742393,0.666319598,8.13E-09,0.00538791,0.00538791
163,3,a,nonpun,cilia,projections,0.510829971,-0.594481077,3.83E-06,1.79E-05,1.79E-05
163,3,a,nonpun,cilia,surface,-0.600363913,-0.690380914,7.15E-05,0.00341053,0.00341053
163,3,a,nonpun,cilia,cells,0.158261651,-0.270003413,6.14E-05,9.68E-05,9.68E-05
164,4,a,nonpun,heir,heir,0,0,7.75E-06,3.25E-05,1.01E-05
164,4,a,nonpun,heir,prince,0.398963786,0.604104081,4.69E-05,3.93E-07,3.93E-07
164,4,a,nonpun,heir,william,-0.017099358,-0.650275049,6.62E-05,8.23E-08,8.23E-08
164,4,a,nonpun,heir,british,0.577595328,-0.331357205,0.000285573,8.59E-07,8.59E-07
164,4,a,nonpun,heir,throne,1.660920335,0.15253961,9.66E-06,6.28E-06,6.28E-06
165,5,a,nonpun,clothing,clothing,0,0,1.72E-05,0.0209029,2.31E-05
165,5,a,nonpun,clothing,food,-0.182113649,-0.350864355,0.000150688,7.98E-06,7.98E-06
165,5,a,nonpun,clothing,basic,-0.094297654,-0.402797522,8.85E-05,0.000164321,0.000164321
165,5,a,nonpun,clothing,necessities,0.567197155,-0.613538942,1.91E-06,0.00178136,0.00178136
166,6,a,nonpun,ambiance,ambiance,0,0,9.75E-08,3.32E-08,4.06E-05
166,6,a,nonpun,ambiance,hotel,0.249315132,-0.197758866,9.02E-05,0.000466333,0.000466333
166,6,a,nonpun,ambiance,warmth,0.826695478,-0.22732948,1.59E-05,6.72E-06,6.72E-06
166,6,a,nonpun,ambiance,charm,1.886758201,-0.709936475,1.10E-05,0.0154456,0.0154456
167,7,a,nonpun,perches,perches,0,0,3.33E-07,2.92E-07,7.81E-06
167,7,a,nonpun,perches,pigeons,1.02822175,-0.520899483,3.69E-06,3.22E-07,3.22E-07
167,7,a,nonpun,perches,use,-0.38484364,-0.513068551,0.000500366,0.00526743,0.00526743
167,7,a,nonpun,perches,sunny,0.25021405,-0.46684043,7.93E-06,8.37E-06,8.37E-06
167,7,a,nonpun,perches,sides,-0.09162949,-0.566406858,4.99E-05,1.55E-05,1.55E-05
167,7,a,nonpun,perches,roofs,0.566138544,-0.613538942,5.31E-06,1.77E-06,1.77E-06
168,8,a,nonpun,reword,reword,0,0,1.63E-08,2.86E-08,1.28E-06
168,8,a,nonpun,reword,mayor,-0.573199986,0.356943151,1.80E-05,3.03E-05,3.03E-05
168,8,a,nonpun,reword,speech,0.584501443,-0.283677554,6.20E-05,0.000674885,0.000674885
168,8,a,nonpun,reword,advisors,-0.429064775,0.106717557,1.58E-06,8.00E-06,8.00E-06
168,8,a,nonpun,reword,told,0.056539183,0.572020505,0.000286247,9.75E-05,9.75E-05
169,9,a,nonpun,math,math,0,0,2.60E-07,2.48E-08,0.000395522
169,9,a,nonpun,math,exam,1.639103598,-0.272153209,6.90E-06,9.97E-06,1.35E-06
169,9,a,nonpun,math,school,1.023339121,-0.480627483,0.000296368,0.021741,0.021741
170,10,a,nonpun,stealer,stealer,0,0,2.52E-07,2.76E-09,5.18E-10
170,10,a,nonpun,stealer,hearts,-0.14781316,0.038120318,1.18E-05,2.00E-05,2.00E-05
171,11,a,nonpun,wicker,wicker,0,0,1.68E-06,2.78E-06,3.66E-06
171,11,a,nonpun,wicker,chair,1.260660602,-0.198142563,5.93E-05,2.60E-05,2.60E-05
171,11,a,nonpun,wicker,made,-0.131772553,-0.314213502,0.00073501,0.00286759,0.00286759
172,12,a,nonpun,spatial,spatial,0,0,9.84E-06,1.31E-05,2.43E-05
172,12,a,nonpun,spatial,good,-0.678910642,1.286348687,0.000653102,0.000960829,0.000960829
172,12,a,nonpun,spatial,skills,0.120220326,1.640560498,7.31E-05,0.00296089,0.00280887
172,12,a,nonpun,spatial,knows,-0.492701478,-0.156660139,6.47E-05,0.00202837,0.00202837
172,12,a,nonpun,spatial,build,0.295884738,-0.416892218,5.74E-05,0.00334416,0.00334416
