punType,sentenceID,sentenceType,sum_m1_ngram,sum_m2_ngram,sum_m1_relatedness,sum_m2_relatedness,p_m1_given_w,p_m2_given_w,entropy,m1KL,m2KL,m1Focus,m2Focus
identical,1,pun,-55.5725580109,-45.9323027025,15.517565072,1.8158224,0.898989361032,0.101010638968,0.327297916681,0.643800956161,4.25337677659,prophet;atheism;non;organization,prophet;atheism;non;organization
identical,2,pun,-48.1642020516,-44.5054206287,16.381782822,1.181660829,0.999992329002,7.67099772215e-06,9.80204694176e-05,0.341406736233,4.01660608702,pi;circumference;get;large,pi;circumference;get;large
identical,3,pun,-80.7211367315,-70.5440892878,18.29803952,0.055563493,0.704172510373,0.295827489627,0.607287380105,1.10463049361,4.97056286706,knead;bakers;basis;bread;know;recipes;trade,knead;bakers;basis;bread;know;recipes;trade
identical,4,pun,-66.9611258978,-54.8936247977,15.101453782,3.232276015,0.000287540444504,0.999712459555,0.00263214616266,1.90616089298,5.44245557316,oar;choose;either;indecisive;not;rower,oar;choose;either;indecisive;not;rower
identical,5,pun,-48.8691416779,-43.9778085583,16.905232365,1.4039662,0.9997433672,0.000256632799736,0.00237840502719,0.808164240561,4.46374126112,tiers;cake;emotional;even;wedding,tiers;cake;emotional;even;wedding
identical,6,pun,-53.669367562,-45.6542754018,17.874043941,0.015508465,0.999978817095,2.11829053784e-05,0.000249159803594,0.608426350713,4.31799681587,poll;conduct;country;decided;flag;new,poll;conduct;country;decided;flag;new
identical,7,pun,-37.0015478584,-33.1612244761,15.766698952,4.363772738,0.978908761063,0.0210912389366,0.102256168418,0.958264975494,4.41648296665,bored;chairman;executive;meetings,bored;chairman;executive;meetings
identical,8,pun,-31.7233363621,-36.884156223,14.360502071,-0.593560628,0.99999999973,2.70428189911e-10,6.22823561511e-09,0.45198684571,4.10529811606,greece;donuts;know;made,greece;donuts;know;made
identical,9,pun,-65.4671181338,-63.0512938639,15.075129018,0.632681794,0.999001365322,0.000998634678246,0.00789782423627,0.555918491389,4.21355953787,sine;above;hoping;prayed;tests;trigonometry,sine;above;hoping;prayed;tests;trigonometry
identical,10,pun,-65.3733650373,-60.9916558549,17.418469023,1.185820168,0.999995766919,4.23308106609e-06,5.66072081297e-05,0.395171742245,4.0756032746,principal;disliked;john;just;not;school,principal;disliked;john;just;not;school
identical,11,pun,-48.4234883894,-47.0460509556,17.498376887,-0.967145481,0.999999999943,5.7248386176e-11,1.40737259759e-09,0.69668517228,4.52780356751,cd;music;part;stores;town,cd;music;part;stores;town
identical,12,pun,-63.1943232485,-50.7792502833,14.482227369,-0.990477457,0.412255565207,0.587744434793,0.677668984355,0.820199766085,4.52878195832,hare;got;mad;magician;out;pulled,hare;got;mad;magician;out;pulled
identical,13,pun,-83.6915822363,-76.6260536817,13.095780725,-1.864429307,0.987548638476,0.0124513615243,0.0669842611308,0.609282618643,4.27453242187,knotty;admonished;apparently;father;pine;sapling;young,knotty;admonished;apparently;father;pine;sapling;young
identical,14,pun,-55.0026610144,-44.9614271094,15.816605134,1.974704526,0.505426490892,0.494573509108,0.693088285797,0.92918687295,4.44228001654,taut;learn;rope;tricks,taut;learn;rope;tricks
identical,15,pun,-64.3722324599,-62.5100921939,15.707015052,-0.725651508,0.99999699492,3.00507977506e-06,4.12152849771e-05,0.666602966431,4.44161861022,marx;class;communism;dropped;lousy;out,marx;class;communism;dropped;lousy;out
identical,16,pun,-62.6540933699,-55.5556391878,14.409861159,-0.237327616,0.997314109756,0.00268589024401,0.0185820600959,0.441872890113,4.10082212698,hi;boy;instinctively;natural;people;waves,hi;boy;instinctively;natural;people;waves
identical,17,pun,-68.4160268927,-65.6569639341,12.345791123,1.908966062,0.837481212704,0.162518787296,0.443823100391,0.933504537612,4.46592433905,daze;end;having;longs;school;teacher;time;tough,daze;end;having;longs;school;teacher;time;tough
identical,18,pun,-39.7539895766,-34.8302237153,15.632094459,0.92885634,0.999846956682,0.000153043318067,0.0014974849479,0.788709033092,4.33293078953,prose;authors;cons;jail,prose;authors;cons;jail
identical,19,pun,-60.1693439375,-47.4677716662,16.487317621,-1.142290669,0.990430035273,0.00956996472729,0.0540159953646,0.66657750093,4.51617908292,plane;eat;expect;fancy;flying;food;not,plane;eat;expect;fancy;flying;food;not
identical,20,pun,-81.9501094351,-77.8135305035,13.314419694,-3.854750176,0.999997383166,2.61683411514e-06,3.62524265952e-05,0.484110395191,4.2155289664,dam;beaver;best;ever;movie;movie;night;saw;seen,dam;beaver;best;ever;movie;movie;night;saw;seen
identical,21,pun,-30.0531808142,-24.50852725,16.815201833,-0.971846936,0.999991864574,8.13542577849e-06,0.000103476745476,0.50363647945,4.24396440972,hertz;computer;slow,hertz;computer;slow
identical,22,pun,-33.0534133602,-32.6045298702,18.851312495,-0.226089049,0.99999999663,3.36973865402e-09,6.91080514218e-08,0.560576629245,4.34777516123,role;actors;great;movie,role;actors;great;movie
identical,23,pun,-71.0875524609,-55.5373094809,19.121649858,0.343601449,0.975225245932,0.024774754068,0.116080602988,0.989923035418,4.93433999166,collar;id;man;name;neck;put;shirt,collar;id;man;name;neck;put;shirt
identical,24,pun,-40.706722306,-31.6512488425,17.629459359,-0.444668888,0.999043531033,0.000956468966689,0.00760563446057,0.578550873375,4.43347926525,steal;muscles;thieves,steal;muscles;thieves
identical,25,pun,-63.0313496027,-50.9796116473,17.133044094,-2.404699588,0.994290977392,0.00570902260753,0.0351838356072,0.787106081681,4.64328318064,dye;actress;gray;hair;saw;strands;thought,dye;actress;gray;hair;saw;strands;thought
identical,26,pun,-45.0773474772,-37.0195912841,16.242363331,1.088060187,0.993257108017,0.00674289198272,0.0404296205334,0.941259633691,4.64565832191,waist;belt;cardboard;paper,waist;belt;cardboard;paper
identical,27,pun,-89.7357610528,-81.9946701848,17.204860942,-2.605151636,0.999999461513,5.38486616726e-07,8.31127326045e-06,0.914852734107,4.79167273125,feet;able;being;fit;fourteen;quite;shoes;size,feet;able;being;fit;fourteen;quite;shoes;size
identical,28,pun,-44.6863403892,-38.8443141881,15.828943333,-0.735337475,0.999737752463,0.000262247537035,0.00242476447844,0.546247449445,4.24906996317,aloud;mime;not;say;wanted,aloud;mime;not;say;wanted
