punType,sentenceID,sentenceType,sum_m1_ngram,sum_m2_ngram,sum_m1_relatedness,sum_m2_relatedness,p_m1_given_w,p_m2_given_w,entropy,m1KL,m2KL,m1Focus,m2Focus
identical,1,pun,-55.5725580109,-45.9323027025,9.517565072,1.8158224,0.0215845911165,0.978415408884,0.104143597271,1.11945237552,4.70856344377,prophet;atheism;organization,non;organization
identical,2,pun,-48.1642020516,-44.5054206287,10.381782822,1.181660829,0.99691482268,0.00308517731989,0.0209162742286,0.725286782317,4.33976227863,pi;circumference,circumference;large
identical,3,pun,-80.7211367315,-70.5440892878,12.29803952,0.055563493,0.00586568467124,0.994134315329,0.0359900666066,1.87327625158,5.65035722088,knead;bakers;bread;recipes,basis;trade
identical,4,pun,-66.9611258978,-54.8936247977,9.101453782,3.232276015,7.12945995356e-07,0.999999287054,1.08038836627e-05,2.8012065212,6.39039881744,oar;rower,choose;either;indecisive;not
identical,5,pun,-48.8691416779,-43.9778085583,10.905232365,1.4039662,0.906158549078,0.0938414509216,0.311336578809,1.41668590142,4.96956139703,tiers;cake;wedding,emotional;wedding
identical,6,pun,-53.669367562,-45.6542754018,11.874043941,0.015508465,0.991526439845,0.00847356015492,0.0488632569112,1.14852365557,4.75849424043,poll;conduct;decided;flag,flag
identical,7,pun,-37.0015478584,-33.1612244761,9.766698952,4.363772738,0.103176376555,0.896823623445,0.332006653178,1.62995029611,5.07112456368,bored;meetings,chairman;executive;meetings
identical,8,pun,-31.7233363621,-36.884156223,8.360502071,-0.593560628,0.999999890901,1.09098506509e-07,1.85805825494e-06,0.858110359927,4.46985969766,greece,donuts
identical,9,pun,-65.4671181338,-63.0512938639,9.075129018,0.632681794,0.712615794108,0.287384205892,0.599792896772,0.961394942187,4.58850432044,sine;trigonometry,prayed;trigonometry
identical,10,pun,-65.3733650373,-60.9916558549,11.418469023,1.185820168,0.998295157435,0.00170484256458,0.0125705366356,0.828267797002,4.4511205106,principal;just;school,disliked;just;school
identical,11,pun,-48.4234883894,-47.0460509556,11.498376887,-0.967145481,0.999999976904,2.30956468323e-08,4.29200762954e-07,1.31333457466,5.03714392221,cd;music;stores,
identical,12,pun,-63.1943232485,-50.7792502833,8.482227369,-0.990477457,0.00173562813463,0.998264371865,0.0127664432519,1.35775400083,5.00863824485,hare;magician,pulled
identical,13,pun,-83.6915822363,-76.6260536817,7.095780725,-1.864429307,0.164296079329,0.835703920671,0.446725587554,1.01181124489,4.62797785735,knotty;sapling,admonished;young
identical,14,pun,-55.0026610144,-44.9614271094,9.816605134,1.974704526,0.00252674560259,0.997473254397,0.0176355692258,1.50479321396,5.0241398618,taut;rope,learn;tricks
identical,15,pun,-64.3722324599,-62.5100921939,9.707015052,-0.725651508,0.998789128636,0.00121087136418,0.00934285260869,1.19339337585,4.85471741547,marx;class;communism,class
identical,16,pun,-62.6540933699,-55.5556391878,8.409861159,-0.237327616,0.479275266078,0.520724733922,0.692287905221,0.852900456509,4.46245217294,hi;people,waves
identical,17,pun,-68.4160268927,-65.6569639341,6.345791123,1.908966062,0.0126122434894,0.987387756511,0.0676868136147,1.46788528646,5.00989713041,daze,school;time;tough
identical,18,pun,-39.7539895766,-34.8302237153,9.632094459,0.92885634,0.94183994092,0.0581600590801,0.221874556123,1.32184823416,4.86575712184,prose;authors,authors;cons
identical,19,pun,-60.1693439375,-47.4677716662,10.487317621,-1.142290669,0.204160628572,0.795839371428,0.506116461333,1.26834013558,5.00284841085,plane;flying;food,fancy;food
identical,20,pun,-81.9501094351,-77.8135305035,7.314419694,-3.854750176,0.998945404354,0.00105459564635,0.00828286842449,0.969350597901,4.63956103478,dam;beaver,beaver
identical,21,pun,-30.0531808142,-24.50852725,10.815201833,-0.971846936,0.996728645179,0.00327135482105,0.0219864930992,0.989188809252,4.6267961445,hertz;computer,
identical,22,pun,-33.0534133602,-32.6045298702,12.851312495,-0.226089049,0.999998640552,1.35944775606e-06,1.97234544055e-05,1.13054419925,4.8274158,role;actors;movie,movie
identical,23,pun,-71.0875524609,-55.5373094809,13.121649858,0.343601449,0.0888986903262,0.911101309674,0.299982362525,1.81138683503,5.57369707318,collar;id;man;neck;shirt,id;man;name
identical,24,pun,-40.706722306,-31.6512488425,11.629459359,-0.444668888,0.721377606122,0.278622393878,0.591647509779,1.17810827499,4.95168701594,steal;thieves,
identical,25,pun,-63.0313496027,-50.9796116473,11.133044094,-2.404699588,0.301531005778,0.698468994222,0.61215594448,1.42137800452,5.11234790833,dye;gray;hair;strands,gray
identical,26,pun,-45.0773474772,-37.0195912841,10.242363331,1.088060187,0.267469515213,0.732530484787,0.580725686753,1.53301188299,5.21811073448,waist;belt,cardboard;paper
identical,27,pun,-89.7357610528,-81.9946701848,11.204860942,-2.605151636,0.99978280606,0.000217193939624,0.00204914039006,1.58728377325,5.29518038786,feet;fourteen;shoes;size,able
identical,28,pun,-44.6863403892,-38.8443141881,9.828943333,-0.735337475,0.904301432701,0.095698567299,0.315527629667,1.01761077433,4.66220293336,aloud;say,wanted
identical,29,pun,-69.5634326469,-69.2380102465,10.131394265,-2.084145125,0.999928993631,7.10063685332e-05,0.000749309294567,1.05212905486,4.70811533594,pail;buckets;carry,
identical,30,pun,-44.3960017687,-27.9922513035,12.290132407,0.111068613,0.00365960135972,0.99634039864,0.0241847281667,1.36369373948,5.06746339306,manor;castle;home,castle;speaking
identical,31,pun,-86.8922679288,-86.8922679288,9.494279382,1.545767594,0.999990724791,9.27520901543e-06,0.000116757822324,1.9720986075,5.61452257042,cache;computer;online,chips;poker;tournament
identical,32,pun,-54.5317449937,-56.9293206835,12.653084438,0.965152763,0.999994251754,5.74824599908e-06,7.51101054344e-05,2.41707161121,5.95567919179,reign;britain;long;queen,britain;wet
identical,33,pun,-75.63690926,-66.6540802979,11.49984134,-0.017922536,0.013758522181,0.986241477819,0.0726337952361,2.01793492306,5.8268526783,thyme;gardeners;herb,extra;work
identical,34,pun,-53.164024817,-37.9091227316,8.943112016,-0.393336676,7.20251319592e-05,0.999927974868,0.000759033931196,1.40112058126,5.10433185752,pore;skin,bad;excuse
identical,35,pun,-58.9098942458,-45.0271013383,9.257685639,-0.826138925,0.00709157896225,0.992908421038,0.0421615151847,0.995512139428,4.60273183076,gilt;gold,complex;people
identical,36,pun,-18.335884552,-9.88692215943,10.509669411,0.408764856,0.629097480275,0.370902519725,0.659434270247,0.693850912254,4.30811049126,heir;human,human
identical,37,pun,-50.8948512312,-47.1562431496,10.303440685,-2.58751717,0.999779045482,0.000220954517845,0.00208082662023,1.28608884091,4.96463011103,son;boy;only,
identical,38,pun,-104.079614603,-91.9076085119,5.322607382,-0.412759744,0.0058847907303,0.99411520927,0.0360881020241,1.80024911371,5.29672910294,c's,high;pirates;terrible
identical,39,pun,-52.7913356831,-40.6928969012,12.046668028,-0.063972782,0.00994669997669,0.990053300023,0.0557564706273,2.67995613518,6.30647385686,watt;bright;electrician;spark,knows;what's
identical,40,pun,-81.3809173924,-69.252912134,8.032036698,-2.007007499,0.332766718897,0.667233281103,0.636120698524,1.52575519708,5.17293891867,razor;slash,fund
identical,41,pun,-62.0609850122,-55.460399469,14.257749724,-2.590474193,0.969616818817,0.0303831811825,0.136071631314,2.36674526769,6.2794446309,knot;boyscouts;ropes;tie,
identical,42,pun,-32.4851379443,-33.1110936518,10.685283586,-0.026950004,0.999866678932,0.000133321067965,0.0013229027787,1.57954544293,5.41498662086,wood;trees,ask;ask
