punType,sentenceID,sentenceType,sum_m1_ngram,sum_m2_ngram,sum_m1_relatedness,sum_m2_relatedness,p_m1_given_w,p_m2_given_w,entropy,m1KL,m2KL,m1Focus,m2Focus
near,1,pun,-55.535657869,-46.7526460314,13.997211058,-1.861346626,0.983479315036,0.0165206849636,0.0841701778243,0.775658400041,4.55731089563,lion;circus;truck;refused;tow,lion;circus;truck;driver;refused;tow
near,2,pun,-43.5410914618,-36.8942318182,16.643796321,0.558428204,0.999011410393,0.000988589606907,0.00782838091249,0.999815410395,4.75468846434,tooth;dentist;tell;patient;whole,tooth;dentist;tell;patient;whole
near,3,pun,-78.3249571638,-79.1621982368,11.965244351,-2.656443979,0.999999924784,7.52158664078e-08,1.30897447228e-06,0.858436319237,4.41192060852,cilia;handlebar;mustache;look;ridiculous;symmetrical;eyelashes;even,cilia;handlebar;mustache;look;ridiculous;symmetrical;eyelashes;even
near,4,pun,-85.3526797864,-85.6582823787,17.587943037,-2.132293265,0.999999971543,2.84567528921e-08,5.22889429044e-07,1.05082698933,4.87161395023,heir;man;used;money;inherited;late;father;put;addition;house;extension,heir;man;used;money;inherited;late;father;put;addition;house;extension
near,5,pun,-62.2048857285,-46.6540736469,18.720599158,0.194343063,0.941355715064,0.0586442849362,0.223220814416,1.28800598151,5.10465769834,clothing;men's;wear;store;opening;times,clothing;men's;wear;store;opening;times
near,6,pun,-67.3217083465,-51.2525975577,12.620862496,-0.372967689,0.000340961376038,0.999659038624,0.00306305068004,0.911984329959,4.49721209778,ambiance;paramedic;got;new;job;chauffeur;driver,ambiance;paramedic;got;new;job;chauffeur;driver
near,7,pun,-65.0353676439,-57.4291345261,15.595708886,-0.001859578,0.965466331218,0.0345336687815,0.150164527773,1.07748540269,4.71215262422,perches;pet;store;bird;contest;necessary,perches;pet;store;bird;contest;necessary
near,8,pun,-29.6112328967,-17.6183908144,15.928209202,-0.787863724,0.104610017646,0.895389982354,0.33509572539,0.370018316799,4.0503907548,reword;pun,reword;pun
near,9,pun,-95.8203122502,-89.517292391,14.773158733,-2.986738582,0.997678574943,0.00232142505708,0.0163995040086,0.941914040306,4.82238005242,math;rubber;band;pistol;confiscated;algebra;class;weapon;disruption,math;rubber;band;pistol;confiscated;algebra;class;weapon;disruption
near,10,pun,-80.989736925,-82.6614787208,16.102587659,-0.953130433,0.999999999763,2.37387318857e-10,5.49820546952e-09,0.458917893738,4.15415891446,stealer;thief;stole;cutlery;leaving;clue;called;stainless,stealer;thief;stole;cutlery;leaving;clue;called;stainless
near,11,pun,-81.616577985,-72.6961657843,10.165153756,-3.676340707,0.965028173526,0.0349718264743,0.151621021897,1.10354669897,4.84655987236,wicker;getting;pranked;friends;getting;hit;basket;aron;knew;sense;humor,wicker;getting;pranked;friends;getting;hit;basket;aron;knew;sense;humor
near,12,pun,-40.3799605994,-35.1067942125,15.081307459,0.478434478,0.998416227135,0.00158377286501,0.0117945989766,0.478266145763,4.12660156831,spatial;aliens;lovable,spatial;aliens;lovable
